"Uniprot Acc" "PDB"
P68135 3M3N
P68135 3M6G
P68135 3MFP
P68135 3MN5
P68135 3SJH
P68135 3TPQ
P68135 3TU5
P68135 3U8X
P68135 3U9Z
P68135 3UE5
P68135 4A7F
P68135 4A7H
P68135 4A7L
P68135 4A7N
P68135 4B1V
P68135 4B1W
P68135 4B1X
P68135 4B1Y
P68135 4B1Z
P68135 4EAH
P68135 4GY2
P68135 4H03
P68135 4H0T
P68135 4H0V
P68135 4H0X
P68135 4H0Y
P68135 4K41
P68135 4K42
P68135 4K43
P68135 4PKG
P68135 4PKH
P68135 4PKI
P68135 4PL8
P68135 4V0U
P68135 4WYB
P68135 4Z94
P68135 5JLF
P68135 5KG8
P68135 1ATN
P68135 1EQY
P68135 1ESV
P68135 1H1V
P68135 1IJJ
P68135 1J6Z
P68135 1KXP
P68135 1LCU
P68135 1LOT
P68135 1M8Q
P68135 1MA9
P68135 1MVW
P68135 1NWK
P68135 1O18
P68135 1O19
P68135 1O1A
P68135 1O1B
P68135 1O1C
P68135 1O1D
P68135 1O1E
P68135 1O1F
P68135 1O1G
P68135 1P8Z
P68135 1QZ5
P68135 1QZ6
P68135 1RDW
P68135 1RFQ
P68135 1RGI
P68135 1S22
P68135 1SQK
P68135 1T44
P68135 1WUA
P68135 1Y64
P68135 1YXQ
P68135 2A3Z
P68135 2A40
P68135 2A41
P68135 2A42
P68135 2A5X
P68135 2ASM
P68135 2ASO
P68135 2ASP
P68135 2D1K
P68135 2FF3
P68135 2FF6
P68135 2FXU
P68135 2GWJ
P68135 2GWK
P68135 2HMP
P68135 2PAV
P68135 2PBD
P68135 2Q0R
P68135 2Q0U
P68135 2Q1N
P68135 2Q31
P68135 2Q36
P68135 2Q97
P68135 2V51
P68135 2V52
P68135 2VCP
P68135 2VYP
P68135 2W49
P68135 2W4U
P68135 2Y83
P68135 2YJE
P68135 2YJF
P68135 2ZWH
P68135 3B5U
P68135 3BUZ
P68135 3CJB
P68135 3CJC
P68135 3DAW
P68135 3FFK
P68135 3G37
P68135 3HBT
P68135 3J4K
P68135 3J8A
P68135 3J8I
P68135 3J8J
P68135 3J8K
P68135 3JBI
P68135 3JBJ
P68135 3JBK
P68135 3M1F
P68135 3M3N
P68135 3M6G
P68135 3MFP
P68135 3MN5
P68135 3SJH
P68135 3TPQ
P68135 3TU5
P68135 3U8X
P68135 3U9Z
P68135 3UE5
P68135 4A7F
P68135 4A7H
P68135 4A7L
P68135 4A7N
P68135 4B1V
P68135 4B1W
P68135 4B1X
P68135 4B1Y
P68135 4B1Z
P68135 4EAH
P68135 4GY2
P68135 4H03
P68135 4H0T
P68135 4H0V
P68135 4H0X
P68135 4H0Y
P68135 4K41
P68135 4K42
P68135 4K43
P68135 4PKG
P68135 4PKH
P68135 4PKI
P68135 4PL8
P68135 4V0U
P68135 4WYB
P68135 4Z94
P68135 5JLF
P68135 5KG8
P68135 1ATN
P68135 1EQY
P68135 1ESV
P68135 1H1V
P68135 1IJJ
P68135 1J6Z
P68135 1KXP
P68135 1LCU
P68135 1LOT
P68135 1M8Q
P68135 1MA9
P68135 1MVW
P68135 1NWK
P68135 1O18
P68135 1O19
P68135 1O1A
P68135 1O1B
P68135 1O1C
P68135 1O1D
P68135 1O1E
P68135 1O1F
P68135 1O1G
P68135 1P8Z
P68135 1QZ5
P68135 1QZ6
P68135 1RDW
P68135 1RFQ
P68135 1RGI
P68135 1S22
P68135 1SQK
P68135 1T44
P68135 1WUA
P68135 1Y64
P68135 1YXQ
P68135 2A3Z
P68135 2A40
P68135 2A41
P68135 2A42
P68135 2A5X
P68135 2ASM
P68135 2ASO
P68135 2ASP
P68135 2D1K
P68135 2FF3
P68135 2FF6
P68135 2FXU
P68135 2GWJ
P68135 2GWK
P68135 2HMP
P68135 2PAV
P68135 2PBD
P68135 2Q0R
P68135 2Q0U
P68135 2Q1N
P68135 2Q31
P68135 2Q36
P68135 2Q97
P68135 2V51
P68135 2V52
P68135 2VCP
P68135 2VYP
P68135 2W49
P68135 2W4U
P68135 2Y83
P68135 2YJE
P68135 2YJF
P68135 2ZWH
P68135 3B5U
P68135 3BUZ
P68135 3CJB
P68135 3CJC
P68135 3DAW
P68135 3FFK
P68135 3G37
P68135 3HBT
P68135 3J4K
P68135 3J8A
P68135 3J8I
P68135 3J8J
P68135 3J8K
P68135 3JBI
P68135 3JBJ
P68135 3JBK
P68135 3M1F
P68135 3M3N
P68135 3M6G
P68135 3MFP
P68135 3MN5
P68135 3SJH
P68135 3TPQ
P68135 3TU5
P68135 3U8X
P68135 3U9Z
P68135 3UE5
P68135 4A7F
P68135 4A7H
P68135 4A7L
P68135 4A7N
P68135 4B1V
P68135 4B1W
P68135 4B1X
P68135 4B1Y
P68135 4B1Z
P68135 4EAH
P68135 4GY2
P68135 4H03
P68135 4H0T
P68135 4H0V
P68135 4H0X
P68135 4H0Y
P68135 4K41
P68135 4K42
P68135 4K43
P68135 4PKG
P68135 4PKH
P68135 4PKI
P68135 4PL8
P68135 4V0U
P68135 4WYB
P68135 4Z94
P68135 5JLF
P68135 5KG8
P68135 1ATN
P68135 1EQY
P68135 1ESV
P68135 1H1V
P68135 1IJJ
P68135 1J6Z
P68135 1KXP
P68135 1LCU
P68135 1LOT
P68135 1M8Q
P68135 1MA9
P68135 1MVW
P68135 1NWK
P68135 1O18
P68135 1O19
P68135 1O1A
P68135 1O1B
P68135 1O1C
P68135 1O1D
P68135 1O1E
P68135 1O1F
P68135 1O1G
P68135 1P8Z
P68135 1QZ5
P68135 1QZ6
P68135 1RDW
P68135 1RFQ
P68135 1RGI
P68135 1S22
P68135 1SQK
P68135 1T44
P68135 1WUA
P68135 1Y64
P68135 1YXQ
P68135 2A3Z
P68135 2A40
P68135 2A41
P68135 2A42
P68135 2A5X
P68135 2ASM
P68135 2ASO
P68135 2ASP
P68135 2D1K
P68135 2FF3
P68135 2FF6
P68135 2FXU
P68135 2GWJ
P68135 2GWK
P68135 2HMP
P68135 2PAV
P68135 2PBD
P68135 2Q0R
P68135 2Q0U
P68135 2Q1N
P68135 2Q31
P68135 2Q36
P68135 2Q97
P68135 2V51
P68135 2V52
P68135 2VCP
P68135 2VYP
P68135 2W49
P68135 2W4U
P68135 2Y83
P68135 2YJE
P68135 2YJF
P68135 2ZWH
P68135 3B5U
P68135 3BUZ
P68135 3CJB
P68135 3CJC
P68135 3DAW
P68135 3FFK
P68135 3G37
P68135 3HBT
P68135 3J4K
P68135 3J8A
P68135 3J8I
P68135 3J8J
P68135 3J8K
P68135 3JBI
P68135 3JBJ
P68135 3JBK
P68135 3M1F
P68135 3M3N
P68135 3M6G
P68135 3MFP
P68135 3MN5
P68135 3SJH
P68135 3TPQ
P68135 3TU5
P68135 3U8X
P68135 3U9Z
P68135 3UE5
P68135 4A7F
P68135 4A7H
P68135 4A7L
P68135 4A7N
P68135 4B1V
P68135 4B1W
P68135 4B1X
P68135 4B1Y
P68135 4B1Z
P68135 4EAH
P68135 4GY2
P68135 4H03
P68135 4H0T
P68135 4H0V
P68135 4H0X
P68135 4H0Y
P68135 4K41
P68135 4K42
P68135 4K43
P68135 4PKG
P68135 4PKH
P68135 4PKI
P68135 4PL8
P68135 4V0U
P68135 4WYB
P68135 4Z94
P68135 5JLF
P68135 5KG8
Q12154 2WOJ
Q12154 3A36
Q12154 3A37
Q12154 3B2E
Q12154 3H84
Q12154 3IDQ
Q12154 3SJA
Q12154 3SJB
Q12154 3SJC
Q12154 3SJD
Q12154 3VLC
Q12154 3ZS8
Q12154 3ZS9
Q12154 4PWX
Q12154 4XTR
Q12154 4XVU
Q12154 4XWO
Q12154 5BW8
Q12154 5BWK
Q12285 2LNZ
Q12285 2LXA
Q12285 2LXC
Q12285 2WPV
Q12285 3LKU
Q12285 3VEJ
Q12285 3ZDM
Q12285 4A20
Q12285 4ASW
Q12285 4GOC
Q12285 4PWX
Q12285 5BW8
Q12285 5BWK
Q12154 2WOJ
Q12154 3A36
Q12154 3A37
Q12154 3B2E
Q12154 3H84
Q12154 3IDQ
Q12154 3SJA
Q12154 3SJB
Q12154 3SJC
Q12154 3SJD
Q12154 3VLC
Q12154 3ZS8
Q12154 3ZS9
Q12154 4PWX
Q12154 4XTR
Q12154 4XVU
Q12154 4XWO
Q12154 5BW8
Q12154 5BWK
Q12125 2WPV
Q12125 3LKU
Q12125 4PWX
Q12125 5BW8
Q12125 5BWK
Q12125 2WPV
Q12125 3LKU
Q12125 4PWX
Q12125 5BW8
Q12125 5BWK
Q12285 2LNZ
Q12285 2LXA
Q12285 2LXC
Q12285 2WPV
Q12285 3LKU
Q12285 3VEJ
Q12285 3ZDM
Q12285 4A20
Q12285 4ASW
Q12285 4GOC
Q12285 4PWX
Q12285 5BW8
Q12285 5BWK
Q8RQE9 1IW7
Q8RQE9 1SMY
Q8RQE9 1ZYR
Q8RQE9 2A68
Q8RQE9 2A69
Q8RQE9 2A6E
Q8RQE9 2A6H
Q8RQE9 2BE5
Q8RQE9 2CW0
Q8RQE9 2O5I
Q8RQE9 2O5J
Q8RQE9 2PPB
Q8RQE9 3AOH
Q8RQE9 3AOI
Q8RQE9 3DXJ
Q8RQE9 3EQL
Q8RQE9 3WOD
Q8RQE9 3WOE
Q8RQE9 3WOF
Q8RQE9 4G7H
Q8RQE9 4G7O
Q8RQE9 4G7Z
Q8RQE9 4GZY
Q8RQE9 4GZZ
Q8RQE9 4MQ9
Q8RQE9 4OIN
Q8RQE9 4OIO
Q8RQE9 4OIP
Q8RQE9 4OIQ
Q8RQE9 4OIR
Q8RQE9 4Q4Z
Q8RQE9 4Q5S
Q8RQE9 4WQS
Q8RQE9 4WQT
Q8RQE9 5D4C
Q8RQE9 5D4D
Q8RQE9 5D4E
Q8RQE9 5E17
Q8RQE9 5E18
Q8RQE9 5I2D
Q5SKW1 1ZYR
Q5SKW1 2A68
Q5SKW1 2A69
Q5SKW1 2A6E
Q5SKW1 2A6H
Q5SKW1 2BE5
Q5SKW1 2CW0
Q5SKW1 3DXJ
Q5SKW1 3EQL
Q5SKW1 3WOD
Q5SKW1 4G7H
Q5SKW1 4G7O
Q5SKW1 4G7Z
Q5SKW1 4MQ9
Q5SKW1 4OIN
Q5SKW1 4OIO
Q5SKW1 4OIP
Q5SKW1 4OIQ
Q5SKW1 4OIR
Q5SKW1 4Q4Z
Q5SKW1 4Q5S
Q5SKW1 5E17
Q5SKW1 5E18
Q5SKW1 5I2D
Q9Z9H6 1DOQ
Q9Z9H6 1IW7
Q9Z9H6 1SMY
Q9Z9H6 3EQL
Q9Z9H6 4Q4Z
Q9Z9H6 4Q5S
Q9Z9H6 5D4C
Q9Z9H6 5D4D
Q9Z9H6 5D4E
Q8RQE8 1IW7
Q8RQE8 1SMY
Q8RQE8 1ZYR
Q8RQE8 2A68
Q8RQE8 2A69
Q8RQE8 2A6E
Q8RQE8 2A6H
Q8RQE8 2BE5
Q8RQE8 2CW0
Q8RQE8 2O5I
Q8RQE8 2O5J
Q8RQE8 2PPB
Q8RQE8 3AOH
Q8RQE8 3AOI
Q8RQE8 3DXJ
Q8RQE8 3EQL
Q8RQE8 3WOD
Q8RQE8 4G7H
Q8RQE8 4G7O
Q8RQE8 4G7Z
Q8RQE8 4GZY
Q8RQE8 4GZZ
Q8RQE8 4MQ9
Q8RQE8 4OIN
Q8RQE8 4OIO
Q8RQE8 4OIP
Q8RQE8 4OIQ
Q8RQE8 4OIR
Q8RQE8 4Q4Z
Q8RQE8 4Q5S
Q8RQE8 4WQS
Q8RQE8 4WQT
Q8RQE8 5D4C
Q8RQE8 5D4D
Q8RQE8 5D4E
Q8RQE8 5E17
Q8RQE8 5E18
Q8RQE8 5I2D
Q9Z9H6 1DOQ
Q9Z9H6 1IW7
Q9Z9H6 1SMY
Q9Z9H6 3EQL
Q9Z9H6 4Q4Z
Q9Z9H6 4Q5S
Q9Z9H6 5D4C
Q9Z9H6 5D4D
Q9Z9H6 5D4E
Q8RQE7 1IW7
Q8RQE7 1SMY
Q8RQE7 1ZYR
Q8RQE7 2A68
Q8RQE7 2A69
Q8RQE7 2A6E
Q8RQE7 2A6H
Q8RQE7 2BE5
Q8RQE7 2CW0
Q8RQE7 2O5I
Q8RQE7 2O5J
Q8RQE7 2PPB
Q8RQE7 3AOH
Q8RQE7 3AOI
Q8RQE7 3DXJ
Q8RQE7 3EQL
Q8RQE7 3WOD
Q8RQE7 4G7H
Q8RQE7 4G7O
Q8RQE7 4G7Z
Q8RQE7 4GZY
Q8RQE7 4GZZ
Q8RQE7 4MQ9
Q8RQE7 4OIN
Q8RQE7 4OIO
Q8RQE7 4OIP
Q8RQE7 4OIQ
Q8RQE7 4OIR
Q8RQE7 4Q4Z
Q8RQE7 4Q5S
Q8RQE7 4WQS
Q8RQE7 4WQT
Q8RQE7 5D4C
Q8RQE7 5D4D
Q8RQE7 5D4E
Q8RQE7 5E17
Q8RQE7 5E18
Q8RQE7 5I2D
Q8RQE9 1IW7
Q8RQE9 1SMY
Q8RQE9 1ZYR
Q8RQE9 2A68
Q8RQE9 2A69
Q8RQE9 2A6E
Q8RQE9 2A6H
Q8RQE9 2BE5
Q8RQE9 2CW0
Q8RQE9 2O5I
Q8RQE9 2O5J
Q8RQE9 2PPB
Q8RQE9 3AOH
Q8RQE9 3AOI
Q8RQE9 3DXJ
Q8RQE9 3EQL
Q8RQE9 3WOD
Q8RQE9 3WOE
Q8RQE9 3WOF
Q8RQE9 4G7H
Q8RQE9 4G7O
Q8RQE9 4G7Z
Q8RQE9 4GZY
Q8RQE9 4GZZ
Q8RQE9 4MQ9
Q8RQE9 4OIN
Q8RQE9 4OIO
Q8RQE9 4OIP
Q8RQE9 4OIQ
Q8RQE9 4OIR
Q8RQE9 4Q4Z
Q8RQE9 4Q5S
Q8RQE9 4WQS
Q8RQE9 4WQT
Q8RQE9 5D4C
Q8RQE9 5D4D
Q8RQE9 5D4E
Q8RQE9 5E17
Q8RQE9 5E18
Q8RQE9 5I2D
Q5SKW1 1ZYR
Q5SKW1 2A68
Q5SKW1 2A69
Q5SKW1 2A6E
Q5SKW1 2A6H
Q5SKW1 2BE5
Q5SKW1 2CW0
Q5SKW1 3DXJ
Q5SKW1 3EQL
Q5SKW1 3WOD
Q5SKW1 4G7H
Q5SKW1 4G7O
Q5SKW1 4G7Z
Q5SKW1 4MQ9
Q5SKW1 4OIN
Q5SKW1 4OIO
Q5SKW1 4OIP
Q5SKW1 4OIQ
Q5SKW1 4OIR
Q5SKW1 4Q4Z
Q5SKW1 4Q5S
Q5SKW1 5E17
Q5SKW1 5E18
Q5SKW1 5I2D
Q9Z9H6 1DOQ
Q9Z9H6 1IW7
Q9Z9H6 1SMY
Q9Z9H6 3EQL
Q9Z9H6 4Q4Z
Q9Z9H6 4Q5S
Q9Z9H6 5D4C
Q9Z9H6 5D4D
Q9Z9H6 5D4E
Q8RQE8 1IW7
Q8RQE8 1SMY
Q8RQE8 1ZYR
Q8RQE8 2A68
Q8RQE8 2A69
Q8RQE8 2A6E
Q8RQE8 2A6H
Q8RQE8 2BE5
Q8RQE8 2CW0
Q8RQE8 2O5I
Q8RQE8 2O5J
Q8RQE8 2PPB
Q8RQE8 3AOH
Q8RQE8 3AOI
Q8RQE8 3DXJ
Q8RQE8 3EQL
Q8RQE8 3WOD
Q8RQE8 4G7H
Q8RQE8 4G7O
Q8RQE8 4G7Z
Q8RQE8 4GZY
Q8RQE8 4GZZ
Q8RQE8 4MQ9
Q8RQE8 4OIN
Q8RQE8 4OIO
Q8RQE8 4OIP
Q8RQE8 4OIQ
Q8RQE8 4OIR
Q8RQE8 4Q4Z
Q8RQE8 4Q5S
Q8RQE8 4WQS
Q8RQE8 4WQT
Q8RQE8 5D4C
Q8RQE8 5D4D
Q8RQE8 5D4E
Q8RQE8 5E17
Q8RQE8 5E18
Q8RQE8 5I2D
Q9Z9H6 1DOQ
Q9Z9H6 1IW7
Q9Z9H6 1SMY
Q9Z9H6 3EQL
Q9Z9H6 4Q4Z
Q9Z9H6 4Q5S
Q9Z9H6 5D4C
Q9Z9H6 5D4D
Q9Z9H6 5D4E
Q8RQE7 1IW7
Q8RQE7 1SMY
Q8RQE7 1ZYR
Q8RQE7 2A68
Q8RQE7 2A69
Q8RQE7 2A6E
Q8RQE7 2A6H
Q8RQE7 2BE5
Q8RQE7 2CW0
Q8RQE7 2O5I
Q8RQE7 2O5J
Q8RQE7 2PPB
Q8RQE7 3AOH
Q8RQE7 3AOI
Q8RQE7 3DXJ
Q8RQE7 3EQL
Q8RQE7 3WOD
Q8RQE7 4G7H
Q8RQE7 4G7O
Q8RQE7 4G7Z
Q8RQE7 4GZY
Q8RQE7 4GZZ
Q8RQE7 4MQ9
Q8RQE7 4OIN
Q8RQE7 4OIO
Q8RQE7 4OIP
Q8RQE7 4OIQ
Q8RQE7 4OIR
Q8RQE7 4Q4Z
Q8RQE7 4Q5S
Q8RQE7 4WQS
Q8RQE7 4WQT
Q8RQE7 5D4C
Q8RQE7 5D4D
Q8RQE7 5D4E
Q8RQE7 5E17
Q8RQE7 5E18
Q8RQE7 5I2D
A0A0J9X1T5 4QC2
A0A0J9X1T5 4QC2
B7GVN5 4QDI
B7GVN5 4QF5
B7GVN5 4QDI
B7GVN5 4QF5
B7GVN5 4QDI
B7GVN5 4QF5
P37344 2BJV
P37344 2BJW
P37344 2C96
P37344 2C98
P37344 2C99
P37344 2C9C
P37344 2VII
P37344 4QNM
P37344 4QNR
P37344 4QOS
Q47PJ0 4QQW
Q47PJ0 4QQX
Q47PJ0 4QQY
Q47PJ0 4QQZ
Q47PJ0 4QQW
Q47PJ0 4QQX
Q47PJ0 4QQY
Q47PJ0 4QQZ
Q47PJ0 4QQW
Q47PJ0 4QQX
Q47PJ0 4QQY
Q47PJ0 4QQZ
Q47PJ0 4QQW
Q47PJ0 4QQX
Q47PJ0 4QQY
Q47PJ0 4QQZ
A0A0B6XLD6 4QRD
A0A0B6XLD6 4QRE
P67091 4R2L
P67091 4R2M
P67091 4R2L
P67091 4R2M
Q46927 4D79
Q46927 4D7A
Q46927 4RDH
Q46927 4RDI
Q46927 4YED
Q46927 4D79
Q46927 4D7A
Q46927 4RDH
Q46927 4RDI
Q46927 4YED
Q46927 4D79
Q46927 4D7A
Q46927 4RDH
Q46927 4RDI
Q46927 4YED
Q46927 4D79
Q46927 4D7A
Q46927 4RDH
Q46927 4RDI
Q46927 4YED
Q8NCM8 4RH7
O15530 1H1W
O15530 1OKY
O15530 1OKZ
O15530 1UU3
O15530 1UU7
O15530 1UU8
O15530 1UU9
O15530 1UVR
O15530 1W1D
O15530 1W1G
O15530 1W1H
O15530 1Z5M
O15530 2BIY
O15530 2PE0
O15530 2PE1
O15530 2PE2
O15530 2R7B
O15530 2VKI
O15530 2XCH
O15530 2XCK
O15530 3H9O
O15530 3HRC
O15530 3HRF
O15530 3ION
O15530 3IOP
O15530 3NAX
O15530 3NAY
O15530 3NUN
O15530 3NUS
O15530 3NUU
O15530 3NUY
O15530 3ORX
O15530 3ORZ
O15530 3OTU
O15530 3PWY
O15530 3QC4
O15530 3QCQ
O15530 3QCS
O15530 3QCX
O15530 3QCY
O15530 3QD0
O15530 3QD3
O15530 3QD4
O15530 3RCJ
O15530 3RWP
O15530 3RWQ
O15530 3SC1
O15530 4A06
O15530 4A07
O15530 4AW0
O15530 4AW1
O15530 4CT1
O15530 4CT2
O15530 4RQK
O15530 4RQV
O15530 4RRV
O15530 4XX9
O15530 5ACK
O15530 5HKM
O15530 5HNG
O15530 5HO7
O15530 5HO8
O15530 1H1W
O15530 1OKY
O15530 1OKZ
O15530 1UU3
O15530 1UU7
O15530 1UU8
O15530 1UU9
O15530 1UVR
O15530 1W1D
O15530 1W1G
O15530 1W1H
O15530 1Z5M
O15530 2BIY
O15530 2PE0
O15530 2PE1
O15530 2PE2
O15530 2R7B
O15530 2VKI
O15530 2XCH
O15530 2XCK
O15530 3H9O
O15530 3HRC
O15530 3HRF
O15530 3ION
O15530 3IOP
O15530 3NAX
O15530 3NAY
O15530 3NUN
O15530 3NUS
O15530 3NUU
O15530 3NUY
O15530 3ORX
O15530 3ORZ
O15530 3OTU
O15530 3PWY
O15530 3QC4
O15530 3QCQ
O15530 3QCS
O15530 3QCX
O15530 3QCY
O15530 3QD0
O15530 3QD3
O15530 3QD4
O15530 3RCJ
O15530 3RWP
O15530 3RWQ
O15530 3SC1
O15530 4A06
O15530 4A07
O15530 4AW0
O15530 4AW1
O15530 4CT1
O15530 4CT2
O15530 4RQK
O15530 4RQV
O15530 4RRV
O15530 4XX9
O15530 5ACK
O15530 5HKM
O15530 5HNG
O15530 5HO7
O15530 5HO8
Q16513 4CRS
Q16513 4RRV
O15530 1H1W
O15530 1OKY
O15530 1OKZ
O15530 1UU3
O15530 1UU7
O15530 1UU8
O15530 1UU9
O15530 1UVR
O15530 1W1D
O15530 1W1G
O15530 1W1H
O15530 1Z5M
O15530 2BIY
O15530 2PE0
O15530 2PE1
O15530 2PE2
O15530 2R7B
O15530 2VKI
O15530 2XCH
O15530 2XCK
O15530 3H9O
O15530 3HRC
O15530 3HRF
O15530 3ION
O15530 3IOP
O15530 3NAX
O15530 3NAY
O15530 3NUN
O15530 3NUS
O15530 3NUU
O15530 3NUY
O15530 3ORX
O15530 3ORZ
O15530 3OTU
O15530 3PWY
O15530 3QC4
O15530 3QCQ
O15530 3QCS
O15530 3QCX
O15530 3QCY
O15530 3QD0
O15530 3QD3
O15530 3QD4
O15530 3RCJ
O15530 3RWP
O15530 3RWQ
O15530 3SC1
O15530 4A06
O15530 4A07
O15530 4AW0
O15530 4AW1
O15530 4CT1
O15530 4CT2
O15530 4RQK
O15530 4RQV
O15530 4RRV
O15530 4XX9
O15530 5ACK
O15530 5HKM
O15530 5HNG
O15530 5HO7
O15530 5HO8
I6Y7L1 4RTF
Q8Y5E4 4RV7
Q8Y5E4 4RV7
Q8Y5E4 4RV7
Q8Y5E4 4RV7
Q07428 4R25
Q07428 4RX6
Q07428 4R25
Q07428 4RX6
Q07428 4R25
Q07428 4RX6
Q5EK29 4S1K
Q5EK29 4S1L
Q5EK29 4ZQX
Q5EK29 4S1K
Q5EK29 4S1L
Q5EK29 4ZQX
Q79PF4 1TF7
Q79PF4 1U9I
Q79PF4 1U9I
Q79PF4 2GBL
Q79PF4 2GBL
Q79PF4 3DVL
Q79PF4 3JZM
Q79PF4 3K09
Q79PF4 3K09
Q79PF4 3K0A
Q79PF4 3K0A
Q79PF4 3K0C
Q79PF4 3K0C
Q79PF4 3K0E
Q79PF4 3K0F
Q79PF4 3K0F
Q79PF4 3S1A
Q79PF4 3S1A
Q79PF4 4DUG
Q79PF4 4DUG
Q79PF4 4IJM
Q79PF4 4TL6
Q79PF4 4TL7
Q79PF4 4TL8
Q79PF4 4TL9
Q79PF4 4TLA
Q79PF4 4TLB
Q79PF4 4TLC
Q79PF4 4TLD
Q79PF4 4TLE
Q79PF4 5C5E
Q79PF4 1TF7
Q79PF4 1U9I
Q79PF4 1U9I
Q79PF4 2GBL
Q79PF4 2GBL
Q79PF4 3DVL
Q79PF4 3JZM
Q79PF4 3K09
Q79PF4 3K09
Q79PF4 3K0A
Q79PF4 3K0A
Q79PF4 3K0C
Q79PF4 3K0C
Q79PF4 3K0E
Q79PF4 3K0F
Q79PF4 3K0F
Q79PF4 3S1A
Q79PF4 3S1A
Q79PF4 4DUG
Q79PF4 4DUG
Q79PF4 4IJM
Q79PF4 4TL6
Q79PF4 4TL7
Q79PF4 4TL8
Q79PF4 4TL9
Q79PF4 4TLA
Q79PF4 4TLB
Q79PF4 4TLC
Q79PF4 4TLD
Q79PF4 4TLE
Q79PF4 5C5E
Q79PF4 1TF7
Q79PF4 1U9I
Q79PF4 1U9I
Q79PF4 2GBL
Q79PF4 2GBL
Q79PF4 3DVL
Q79PF4 3JZM
Q79PF4 3K09
Q79PF4 3K09
Q79PF4 3K0A
Q79PF4 3K0A
Q79PF4 3K0C
Q79PF4 3K0C
Q79PF4 3K0E
Q79PF4 3K0F
Q79PF4 3K0F
Q79PF4 3S1A
Q79PF4 3S1A
Q79PF4 4DUG
Q79PF4 4DUG
Q79PF4 4IJM
Q79PF4 4TL6
Q79PF4 4TL7
Q79PF4 4TL8
Q79PF4 4TL9
Q79PF4 4TLA
Q79PF4 4TLB
Q79PF4 4TLC
Q79PF4 4TLD
Q79PF4 4TLE
Q79PF4 5C5E
Q79PF4 1TF7
Q79PF4 1U9I
Q79PF4 1U9I
Q79PF4 2GBL
Q79PF4 2GBL
Q79PF4 3DVL
Q79PF4 3JZM
Q79PF4 3K09
Q79PF4 3K09
Q79PF4 3K0A
Q79PF4 3K0A
Q79PF4 3K0C
Q79PF4 3K0C
Q79PF4 3K0E
Q79PF4 3K0F
Q79PF4 3K0F
Q79PF4 3S1A
Q79PF4 3S1A
Q79PF4 4DUG
Q79PF4 4DUG
Q79PF4 4IJM
Q79PF4 4TL6
Q79PF4 4TL7
Q79PF4 4TL8
Q79PF4 4TL9
Q79PF4 4TLA
Q79PF4 4TLB
Q79PF4 4TLC
Q79PF4 4TLD
Q79PF4 4TLE
Q79PF4 5C5E
Q79PF4 1TF7
Q79PF4 1U9I
Q79PF4 1U9I
Q79PF4 2GBL
Q79PF4 2GBL
Q79PF4 3DVL
Q79PF4 3JZM
Q79PF4 3K09
Q79PF4 3K09
Q79PF4 3K0A
Q79PF4 3K0A
Q79PF4 3K0C
Q79PF4 3K0C
Q79PF4 3K0E
Q79PF4 3K0F
Q79PF4 3K0F
Q79PF4 3S1A
Q79PF4 3S1A
Q79PF4 4DUG
Q79PF4 4DUG
Q79PF4 4IJM
Q79PF4 4TL6
Q79PF4 4TL7
Q79PF4 4TL8
Q79PF4 4TL9
Q79PF4 4TLA
Q79PF4 4TLB
Q79PF4 4TLC
Q79PF4 4TLD
Q79PF4 4TLE
Q79PF4 5C5E
Q79PF4 1TF7
Q79PF4 1U9I
Q79PF4 1U9I
Q79PF4 2GBL
Q79PF4 2GBL
Q79PF4 3DVL
Q79PF4 3JZM
Q79PF4 3K09
Q79PF4 3K09
Q79PF4 3K0A
Q79PF4 3K0A
Q79PF4 3K0C
Q79PF4 3K0C
Q79PF4 3K0E
Q79PF4 3K0F
Q79PF4 3K0F
Q79PF4 3S1A
Q79PF4 3S1A
Q79PF4 4DUG
Q79PF4 4DUG
Q79PF4 4IJM
Q79PF4 4TL6
Q79PF4 4TL7
Q79PF4 4TL8
Q79PF4 4TL9
Q79PF4 4TLA
Q79PF4 4TLB
Q79PF4 4TLC
Q79PF4 4TLD
Q79PF4 4TLE
Q79PF4 5C5E
Q8PWY1 2E3C
Q8PWY1 2Q7E
Q8PWY1 2Q7G
Q8PWY1 2Q7H
Q8PWY1 2ZCE
Q8PWY1 2ZIM
Q8PWY1 2ZIN
Q8PWY1 2ZIO
Q8PWY1 3QTC
Q8PWY1 3VQV
Q8PWY1 3VQW
Q8PWY1 3VQX
Q8PWY1 4BW9
Q8PWY1 4BWA
Q8PWY1 4CH3
Q8PWY1 4CH4
Q8PWY1 4CH5
Q8PWY1 4CH6
Q8PWY1 4CS2
Q8PWY1 4CS3
Q8PWY1 4CS4
Q8PWY1 4Q6G
Q8PWY1 4TQD
Q8PWY1 4TQF
Q8PWY1 4ZIB
Q8PWY1 2E3C
Q8PWY1 2Q7E
Q8PWY1 2Q7G
Q8PWY1 2Q7H
Q8PWY1 2ZCE
Q8PWY1 2ZIM
Q8PWY1 2ZIN
Q8PWY1 2ZIO
Q8PWY1 3QTC
Q8PWY1 3VQV
Q8PWY1 3VQW
Q8PWY1 3VQX
Q8PWY1 4BW9
Q8PWY1 4BWA
Q8PWY1 4CH3
Q8PWY1 4CH4
Q8PWY1 4CH5
Q8PWY1 4CH6
